# First calculate cement output as the base-year cement output times the GDP ratio raised to the income elasticity
# Then back out the appropriate income elasticities from cement output
region,energy.final.demand,year,income.elasticity
Middle East,cement,2085,-0.04
Pakistan,cement,2085,0.313
Russia,cement,2085,0.174
South Africa,cement,2085,0.328
South America_Northern,cement,2085,0.207
South America_Southern,cement,2085,0.296
South Asia,cement,2085,1.107
South Korea,cement,2085,-0.252
Southeast Asia,cement,2085,0.192
Taiwan,cement,2085,-0.038
Argentina,cement,2085,0.389
Colombia,cement,2085,0.324
USA,cement,2080,0.537
Africa_Eastern,cement,2080,1.095
Africa_Northern,cement,2080,0.019
Africa_Southern,cement,2080,1.106
Africa_Western,cement,2080,1.067
Australia_NZ,cement,2080,0.196
Brazil,cement,2080,0.327
Canada,cement,2080,0.252
Central America and Caribbean,cement,2080,0.371
Central Asia,cement,2080,0.283
China,cement,2080,-0.252
EU-12,cement,2080,0.096
EU-15,cement,2080,0.027
Europe_Eastern,cement,2080,0.203
Europe_Non_EU,cement,2080,-0.038
European Free Trade Association,cement,2080,0.099
India,cement,2080,0.327
Indonesia,cement,2080,0.31
Japan,cement,2080,0.048
Mexico,cement,2080,0.301
Middle East,cement,2080,-0.04
Pakistan,cement,2080,0.329
Russia,cement,2080,0.179
South Africa,cement,2080,0.336
South America_Northern,cement,2080,0.212
South America_Southern,cement,2080,0.306
South Asia,cement,2080,1.106
South Korea,cement,2080,-0.252
Southeast Asia,cement,2080,0.201
Taiwan,cement,2080,-0.039
Argentina,cement,2080,0.401
Colombia,cement,2080,0.335
USA,cement,2075,0.543
Africa_Eastern,cement,2075,1.107
Africa_Northern,cement,2075,0.021
Africa_Southern,cement,2075,1.104
Africa_Western,cement,2075,1.108
Australia_NZ,cement,2075,0.201
Brazil,cement,2075,0.328
Canada,cement,2075,0.26
Central America and Caribbean,cement,2075,0.396
Central Asia,cement,2075,0.292
China,cement,2075,-0.252
EU-12,cement,2075,0.1
EU-15,cement,2075,0.029
Europe_Eastern,cement,2075,0.212
Europe_Non_EU,cement,2075,-0.038
European Free Trade Association,cement,2075,0.103
India,cement,2075,0.335
Indonesia,cement,2075,0.318
Japan,cement,2075,0.05
Mexico,cement,2075,0.307
Middle East,cement,2075,-0.041
Pakistan,cement,2075,0.355
Russia,cement,2075,0.183
South Africa,cement,2075,0.35
South America_Northern,cement,2075,0.218
South America_Southern,cement,2075,0.317
South Asia,cement,2075,1.105
South Korea,cement,2075,-0.252
Southeast Asia,cement,2075,0.211
Taiwan,cement,2075,-0.039
Argentina,cement,2075,0.413
Colombia,cement,2075,0.355
USA,cement,2070,0.549
Africa_Eastern,cement,2070,1.105
Africa_Northern,cement,2070,0.022
Africa_Southern,cement,2070,1.103
Africa_Western,cement,2070,1.106
Australia_NZ,cement,2070,0.206
Brazil,cement,2070,0.33
Canada,cement,2070,0.269
Central America and Caribbean,cement,2070,0.423
Central Asia,cement,2070,0.301
China,cement,2070,-0.252
EU-12,cement,2070,0.106
EU-15,cement,2070,0.03
Europe_Eastern,cement,2070,0.223
Europe_Non_EU,cement,2070,-0.038
European Free Trade Association,cement,2070,0.108
India,cement,2070,0.348
Indonesia,cement,2070,0.327
Japan,cement,2070,0.052
Mexico,cement,2070,0.314
Middle East,cement,2070,-0.041
Pakistan,cement,2070,0.389
Russia,cement,2070,0.188
South Africa,cement,2070,0.366
South America_Northern,cement,2070,0.224
South America_Southern,cement,2070,0.328
South Asia,cement,2070,1.104
South Korea,cement,2070,-0.252
Southeast Asia,cement,2070,0.221
Taiwan,cement,2070,-0.039
Argentina,cement,2070,0.427
Colombia,cement,2070,0.376
USA,cement,2065,0.558
Africa_Eastern,cement,2065,1.103
Africa_Northern,cement,2065,0.024
Africa_Southern,cement,2065,1.101
Africa_Western,cement,2065,1.104
Australia_NZ,cement,2065,0.211
Brazil,cement,2065,0.332
Canada,cement,2065,0.279
Central America and Caribbean,cement,2065,0.449
Central Asia,cement,2065,0.311
China,cement,2065,-0.252
EU-12,cement,2065,0.112
EU-15,cement,2065,0.032
Europe_Eastern,cement,2065,0.235
Europe_Non_EU,cement,2065,-0.038
European Free Trade Association,cement,2065,0.114
India,cement,2065,0.365
Indonesia,cement,2065,0.336
Japan,cement,2065,0.054
Mexico,cement,2065,0.321
Middle East,cement,2065,-0.041
Pakistan,cement,2065,0.425
Russia,cement,2065,0.194
South Africa,cement,2065,0.383
South America_Northern,cement,2065,0.232
South America_Southern,cement,2065,0.341
South Asia,cement,2065,1.103
South Korea,cement,2065,-0.252
Southeast Asia,cement,2065,0.232
Taiwan,cement,2065,-0.039
Argentina,cement,2065,0.442
Colombia,cement,2065,0.397
USA,cement,2060,0.569
Africa_Eastern,cement,2060,1.102
Africa_Northern,cement,2060,0.026
Africa_Southern,cement,2060,1.1
Africa_Western,cement,2060,1.103
Australia_NZ,cement,2060,0.217
Brazil,cement,2060,0.333
Canada,cement,2060,0.289
Central America and Caribbean,cement,2060,0.476
Central Asia,cement,2060,0.321
China,cement,2060,-0.252
EU-12,cement,2060,0.12
EU-15,cement,2060,0.033
Europe_Eastern,cement,2060,0.249
Europe_Non_EU,cement,2060,-0.038
European Free Trade Association,cement,2060,0.12
India,cement,2060,0.382
Indonesia,cement,2060,0.354
Japan,cement,2060,0.056
Mexico,cement,2060,0.328
Middle East,cement,2060,-0.041
Pakistan,cement,2060,0.463
Russia,cement,2060,0.2
South Africa,cement,2060,0.401
South America_Northern,cement,2060,0.243
South America_Southern,cement,2060,0.36
South Asia,cement,2060,1.102
South Korea,cement,2060,-0.252
Southeast Asia,cement,2060,0.244
Taiwan,cement,2060,-0.039
Argentina,cement,2060,0.455
Colombia,cement,2060,0.417
USA,cement,2055,0.581
Africa_Eastern,cement,2055,1.101
Africa_Northern,cement,2055,0.028
Africa_Southern,cement,2055,1.114
Africa_Western,cement,2055,1.101
Australia_NZ,cement,2055,0.222
Brazil,cement,2055,0.335
Canada,cement,2055,0.299
Central America and Caribbean,cement,2055,0.503
Central Asia,cement,2055,0.328
China,cement,2055,-0.252
EU-12,cement,2055,0.127
EU-15,cement,2055,0.035
Europe_Eastern,cement,2055,0.262
Europe_Non_EU,cement,2055,-0.038
European Free Trade Association,cement,2055,0.125
India,cement,2055,0.401
Indonesia,cement,2055,0.376
Japan,cement,2055,0.058
Mexico,cement,2055,0.335
Middle East,cement,2055,-0.041
Pakistan,cement,2055,0.499
Russia,cement,2055,0.205
South Africa,cement,2055,0.42
South America_Northern,cement,2055,0.257
South America_Southern,cement,2055,0.38
South Asia,cement,2055,1.101
South Korea,cement,2055,-0.252
Southeast Asia,cement,2055,0.255
Taiwan,cement,2055,-0.039
Argentina,cement,2055,0.468
Colombia,cement,2055,0.437
USA,cement,2050,0.594
Africa_Eastern,cement,2050,1.11
Africa_Northern,cement,2050,0.03
Africa_Southern,cement,2050,1.13
Africa_Western,cement,2050,1.1
Australia_NZ,cement,2050,0.226
Brazil,cement,2050,0.338
Canada,cement,2050,0.31
Central America and Caribbean,cement,2050,0.53
Central Asia,cement,2050,0.333
China,cement,2050,-0.252
EU-12,cement,2050,0.133
EU-15,cement,2050,0.037
Europe_Eastern,cement,2050,0.274
Europe_Non_EU,cement,2050,-0.039
European Free Trade Association,cement,2050,0.13
India,cement,2050,0.421
Indonesia,cement,2050,0.401
Japan,cement,2050,0.06
Mexico,cement,2050,0.347
Middle East,cement,2050,-0.041
Pakistan,cement,2050,0.536
Russia,cement,2050,0.208
South Africa,cement,2050,0.439
South America_Northern,cement,2050,0.275
South America_Southern,cement,2050,0.399
South Asia,cement,2050,1.1
South Korea,cement,2050,-0.252
Southeast Asia,cement,2050,0.267
Taiwan,cement,2050,-0.039
Argentina,cement,2050,0.48
Colombia,cement,2050,0.456
USA,cement,2045,0.616
Africa_Eastern,cement,2045,1.128
Africa_Northern,cement,2045,0.032
Africa_Southern,cement,2045,1.142
Africa_Western,cement,2045,1.112
Australia_NZ,cement,2045,0.23
Brazil,cement,2045,0.341
Canada,cement,2045,0.324
Central America and Caribbean,cement,2045,0.557
Central Asia,cement,2045,0.344
China,cement,2045,-0.252
EU-12,cement,2045,0.141
EU-15,cement,2045,0.039
Europe_Eastern,cement,2045,0.285
Europe_Non_EU,cement,2045,-0.039
European Free Trade Association,cement,2045,0.135
India,cement,2045,0.444
Indonesia,cement,2045,0.431
Japan,cement,2045,0.062
Mexico,cement,2045,0.359
Middle East,cement,2045,-0.041
Pakistan,cement,2045,0.574
Russia,cement,2045,0.211
South Africa,cement,2045,0.459
South America_Northern,cement,2045,0.297
South America_Southern,cement,2045,0.42
South Asia,cement,2045,1.112
South Korea,cement,2045,-0.252
Southeast Asia,cement,2045,0.28
Taiwan,cement,2045,-0.039
Argentina,cement,2045,0.492
Colombia,cement,2045,0.475
USA,cement,2040,0.652
Africa_Eastern,cement,2040,1.144
Africa_Northern,cement,2040,0.035
Africa_Southern,cement,2040,1.151
Africa_Western,cement,2040,1.128
Australia_NZ,cement,2040,0.236
Brazil,cement,2040,0.347
Canada,cement,2040,0.343
Central America and Caribbean,cement,2040,0.586
Central Asia,cement,2040,0.37
China,cement,2040,-0.252
EU-12,cement,2040,0.15
EU-15,cement,2040,0.041
Europe_Eastern,cement,2040,0.3
Europe_Non_EU,cement,2040,-0.039
European Free Trade Association,cement,2040,0.139
India,cement,2040,0.474
Indonesia,cement,2040,0.47
Japan,cement,2040,0.064
Mexico,cement,2040,0.373
Middle East,cement,2040,-0.041
Pakistan,cement,2040,0.634
Russia,cement,2040,0.218
South Africa,cement,2040,0.483
South America_Northern,cement,2040,0.323
South America_Southern,cement,2040,0.444
South Asia,cement,2040,1.125
South Korea,cement,2040,-0.252
Southeast Asia,cement,2040,0.294
Taiwan,cement,2040,-0.039
Argentina,cement,2040,0.506
Colombia,cement,2040,0.495
USA,cement,2035,0.692
Africa_Eastern,cement,2035,1.159
Africa_Northern,cement,2035,0.039
Africa_Southern,cement,2035,1.158
Africa_Western,cement,2035,1.143
Australia_NZ,cement,2035,0.242
Brazil,cement,2035,0.356
Canada,cement,2035,0.374
Central America and Caribbean,cement,2035,0.632
Central Asia,cement,2035,0.41
China,cement,2035,-0.252
EU-12,cement,2035,0.163
EU-15,cement,2035,0.043
Europe_Eastern,cement,2035,0.319
Europe_Non_EU,cement,2035,-0.039
European Free Trade Association,cement,2035,0.144
India,cement,2035,0.513
Indonesia,cement,2035,0.52
Japan,cement,2035,0.066
Mexico,cement,2035,0.391
Middle East,cement,2035,-0.045
Pakistan,cement,2035,0.731
Russia,cement,2035,0.232
South Africa,cement,2035,0.513
South America_Northern,cement,2035,0.36
South America_Southern,cement,2035,0.47
South Asia,cement,2035,1.138
South Korea,cement,2035,-0.252
Southeast Asia,cement,2035,0.31
Taiwan,cement,2035,-0.039
Argentina,cement,2035,0.525
Colombia,cement,2035,0.518
USA,cement,2030,0.74
Africa_Eastern,cement,2030,1.171
Africa_Northern,cement,2030,0.044
Africa_Southern,cement,2030,1.164
Africa_Western,cement,2030,1.157
Australia_NZ,cement,2030,0.25
Brazil,cement,2030,0.369
Canada,cement,2030,0.403
Central America and Caribbean,cement,2030,0.695
Central Asia,cement,2030,0.465
China,cement,2030,-0.252
EU-12,cement,2030,0.179
EU-15,cement,2030,0.046
Europe_Eastern,cement,2030,0.347
Europe_Non_EU,cement,2030,-0.039
European Free Trade Association,cement,2030,0.15
India,cement,2030,0.562
Indonesia,cement,2030,0.582
Japan,cement,2030,0.069
Mexico,cement,2030,0.413
Middle East,cement,2030,-0.051
Pakistan,cement,2030,0.836
Russia,cement,2030,0.251
South Africa,cement,2030,0.55
South America_Northern,cement,2030,0.407
South America_Southern,cement,2030,0.499
South Asia,cement,2030,1.151
South Korea,cement,2030,-0.252
Southeast Asia,cement,2030,0.328
Taiwan,cement,2030,-0.039
Argentina,cement,2030,0.551
Colombia,cement,2030,0.542
USA,cement,2025,0.803
Africa_Eastern,cement,2025,1.183
Africa_Northern,cement,2025,0.052
Africa_Southern,cement,2025,1.173
Africa_Western,cement,2025,1.173
Australia_NZ,cement,2025,0.259
Brazil,cement,2025,0.394
Canada,cement,2025,0.427
Central America and Caribbean,cement,2025,0.778
Central Asia,cement,2025,0.54
China,cement,2025,-0.252
EU-12,cement,2025,0.195
EU-15,cement,2025,0.049
Europe_Eastern,cement,2025,0.404
Europe_Non_EU,cement,2025,-0.04
European Free Trade Association,cement,2025,0.157
India,cement,2025,0.677
Indonesia,cement,2025,0.754
Japan,cement,2025,0.074
Mexico,cement,2025,0.443
Middle East,cement,2025,-0.058
Pakistan,cement,2025,0.954
Russia,cement,2025,0.276
South Africa,cement,2025,0.599
South America_Northern,cement,2025,0.451
South America_Southern,cement,2025,0.543
South Asia,cement,2025,1.168
South Korea,cement,2025,-0.252
Southeast Asia,cement,2025,0.366
Taiwan,cement,2025,-0.039
Argentina,cement,2025,0.589
Colombia,cement,2025,0.574
USA,cement,2020,0.887
Africa_Eastern,cement,2020,1.197
Africa_Northern,cement,2020,0.064
Africa_Southern,cement,2020,1.184
Africa_Western,cement,2020,1.189
Australia_NZ,cement,2020,0.272
Brazil,cement,2020,0.439
Canada,cement,2020,0.45
Central America and Caribbean,cement,2020,0.892
Central Asia,cement,2020,0.707
China,cement,2020,-0.252
EU-12,cement,2020,0.215
EU-15,cement,2020,0.052
Europe_Eastern,cement,2020,0.481
Europe_Non_EU,cement,2020,-0.04
European Free Trade Association,cement,2020,0.166
India,cement,2020,0.924
Indonesia,cement,2020,1.054
Japan,cement,2020,0.08
Mexico,cement,2020,0.483
Middle East,cement,2020,-0.068
Pakistan,cement,2020,1.088
Russia,cement,2020,0.308
South Africa,cement,2020,0.748
South America_Northern,cement,2020,0.492
South America_Southern,cement,2020,0.615
South Asia,cement,2020,1.187
South Korea,cement,2020,-0.252
Southeast Asia,cement,2020,0.429
Taiwan,cement,2020,-0.039
Argentina,cement,2020,0.691
Colombia,cement,2020,0.625
