# First calculate cement output as the base-year cement output times the GDP ratio raised to the income elasticity
# Then back out the appropriate income elasticities from cement output
region,energy.final.demand,year,income.elasticity
Australia_NZ,cement,2055,0.176
Brazil,cement,2055,0.243
Canada,cement,2055,0.302
Central America and Caribbean,cement,2055,0.437
Central Asia,cement,2055,0.247
China,cement,2055,-0.252
EU-12,cement,2055,0.092
EU-15,cement,2055,0.027
Europe_Eastern,cement,2055,0.188
Europe_Non_EU,cement,2055,-0.037
European Free Trade Association,cement,2055,0.097
India,cement,2055,0.255
Indonesia,cement,2055,0.238
Japan,cement,2055,0.037
Mexico,cement,2055,0.249
Middle East,cement,2055,-0.04
Pakistan,cement,2055,0.563
Russia,cement,2055,0.149
South Africa,cement,2055,0.307
South America_Northern,cement,2055,0.269
South America_Southern,cement,2055,0.281
South Asia,cement,2055,1.101
South Korea,cement,2055,-0.252
Southeast Asia,cement,2055,0.218
Taiwan,cement,2055,-0.038
Argentina,cement,2055,0.33
Colombia,cement,2055,0.298
USA,cement,2050,0.521
Africa_Eastern,cement,2050,1.138
Africa_Northern,cement,2050,0.019
Africa_Southern,cement,2050,1.133
Africa_Western,cement,2050,1.117
Australia_NZ,cement,2050,0.187
Brazil,cement,2050,0.259
Canada,cement,2050,0.313
Central America and Caribbean,cement,2050,0.466
Central Asia,cement,2050,0.262
China,cement,2050,-0.252
EU-12,cement,2050,0.101
EU-15,cement,2050,0.029
Europe_Eastern,cement,2050,0.207
Europe_Non_EU,cement,2050,-0.038
European Free Trade Association,cement,2050,0.104
India,cement,2050,0.28
Indonesia,cement,2050,0.266
Japan,cement,2050,0.041
Mexico,cement,2050,0.269
Middle East,cement,2050,-0.04
Pakistan,cement,2050,0.589
Russia,cement,2050,0.161
South Africa,cement,2050,0.327
South America_Northern,cement,2050,0.285
South America_Southern,cement,2050,0.301
South Asia,cement,2050,1.1
South Korea,cement,2050,-0.252
Southeast Asia,cement,2050,0.233
Taiwan,cement,2050,-0.038
Argentina,cement,2050,0.355
Colombia,cement,2050,0.321
USA,cement,2045,0.543
Africa_Eastern,cement,2045,1.148
Africa_Northern,cement,2045,0.022
Africa_Southern,cement,2045,1.144
Africa_Western,cement,2045,1.128
Australia_NZ,cement,2045,0.198
Brazil,cement,2045,0.276
Canada,cement,2045,0.326
Central America and Caribbean,cement,2045,0.499
Central Asia,cement,2045,0.28
China,cement,2045,-0.252
EU-12,cement,2045,0.111
EU-15,cement,2045,0.032
Europe_Eastern,cement,2045,0.228
Europe_Non_EU,cement,2045,-0.038
European Free Trade Association,cement,2045,0.112
India,cement,2045,0.308
Indonesia,cement,2045,0.297
Japan,cement,2045,0.046
Mexico,cement,2045,0.29
Middle East,cement,2045,-0.04
Pakistan,cement,2045,0.633
Russia,cement,2045,0.174
South Africa,cement,2045,0.359
South America_Northern,cement,2045,0.303
South America_Southern,cement,2045,0.324
South Asia,cement,2045,1.11
South Korea,cement,2045,-0.252
Southeast Asia,cement,2045,0.249
Taiwan,cement,2045,-0.038
Argentina,cement,2045,0.386
Colombia,cement,2045,0.352
USA,cement,2040,0.569
Africa_Eastern,cement,2040,1.157
Africa_Northern,cement,2040,0.026
Africa_Southern,cement,2040,1.152
Africa_Western,cement,2040,1.139
Australia_NZ,cement,2040,0.211
Brazil,cement,2040,0.295
Canada,cement,2040,0.343
Central America and Caribbean,cement,2040,0.536
Central Asia,cement,2040,0.305
China,cement,2040,-0.252
EU-12,cement,2040,0.124
EU-15,cement,2040,0.035
Europe_Eastern,cement,2040,0.253
Europe_Non_EU,cement,2040,-0.038
European Free Trade Association,cement,2040,0.12
India,cement,2040,0.344
Indonesia,cement,2040,0.334
Japan,cement,2040,0.051
Mexico,cement,2040,0.312
Middle East,cement,2040,-0.04
Pakistan,cement,2040,0.698
Russia,cement,2040,0.19
South Africa,cement,2040,0.403
South America_Northern,cement,2040,0.322
South America_Southern,cement,2040,0.358
South Asia,cement,2040,1.121
South Korea,cement,2040,-0.252
Southeast Asia,cement,2040,0.268
Taiwan,cement,2040,-0.038
Argentina,cement,2040,0.42
Colombia,cement,2040,0.398
USA,cement,2035,0.601
Africa_Eastern,cement,2035,1.166
Africa_Northern,cement,2035,0.032
Africa_Southern,cement,2035,1.159
Africa_Western,cement,2035,1.149
Australia_NZ,cement,2035,0.225
Brazil,cement,2035,0.315
Canada,cement,2035,0.371
Central America and Caribbean,cement,2035,0.577
Central Asia,cement,2035,0.34
China,cement,2035,-0.252
EU-12,cement,2035,0.142
EU-15,cement,2035,0.039
Europe_Eastern,cement,2035,0.284
Europe_Non_EU,cement,2035,-0.039
European Free Trade Association,cement,2035,0.13
India,cement,2035,0.414
Indonesia,cement,2035,0.414
Japan,cement,2035,0.057
Mexico,cement,2035,0.336
Middle East,cement,2035,-0.041
Pakistan,cement,2035,0.774
Russia,cement,2035,0.21
South Africa,cement,2035,0.455
South America_Northern,cement,2035,0.349
South America_Southern,cement,2035,0.406
South Asia,cement,2035,1.134
South Korea,cement,2035,-0.252
Southeast Asia,cement,2035,0.29
Taiwan,cement,2035,-0.038
Argentina,cement,2035,0.461
Colombia,cement,2035,0.449
USA,cement,2030,0.679
Africa_Eastern,cement,2030,1.174
Africa_Northern,cement,2030,0.039
Africa_Southern,cement,2030,1.164
Africa_Western,cement,2030,1.16
Australia_NZ,cement,2030,0.241
Brazil,cement,2030,0.337
Canada,cement,2030,0.401
Central America and Caribbean,cement,2030,0.646
Central Asia,cement,2030,0.417
China,cement,2030,-0.252
EU-12,cement,2030,0.165
EU-15,cement,2030,0.043
Europe_Eastern,cement,2030,0.32
Europe_Non_EU,cement,2030,-0.039
European Free Trade Association,cement,2030,0.141
India,cement,2030,0.5
Indonesia,cement,2030,0.515
Japan,cement,2030,0.064
Mexico,cement,2030,0.381
Middle East,cement,2030,-0.046
Pakistan,cement,2030,0.858
Russia,cement,2030,0.238
South Africa,cement,2030,0.516
South America_Northern,cement,2030,0.395
South America_Southern,cement,2030,0.461
South Asia,cement,2030,1.149
South Korea,cement,2030,-0.252
Southeast Asia,cement,2030,0.315
Taiwan,cement,2030,-0.039
Argentina,cement,2030,0.513
Colombia,cement,2030,0.503
USA,cement,2025,0.773
Africa_Eastern,cement,2025,1.185
Africa_Northern,cement,2025,0.05
Africa_Southern,cement,2025,1.173
Africa_Western,cement,2025,1.174
Australia_NZ,cement,2025,0.256
Brazil,cement,2025,0.381
Canada,cement,2025,0.427
Central America and Caribbean,cement,2025,0.758
Central Asia,cement,2025,0.516
China,cement,2025,-0.252
EU-12,cement,2025,0.19
EU-15,cement,2025,0.048
Europe_Eastern,cement,2025,0.386
Europe_Non_EU,cement,2025,-0.039
European Free Trade Association,cement,2025,0.153
India,cement,2025,0.617
Indonesia,cement,2025,0.695
Japan,cement,2025,0.072
Mexico,cement,2025,0.432
Middle East,cement,2025,-0.056
Pakistan,cement,2025,0.964
Russia,cement,2025,0.271
South Africa,cement,2025,0.587
South America_Northern,cement,2025,0.44
South America_Southern,cement,2025,0.527
South Asia,cement,2025,1.167
South Korea,cement,2025,-0.252
Southeast Asia,cement,2025,0.355
Taiwan,cement,2025,-0.039
Argentina,cement,2025,0.573
Colombia,cement,2025,0.559
USA,cement,2020,0.881
Africa_Eastern,cement,2020,1.197
Africa_Northern,cement,2020,0.064
Africa_Southern,cement,2020,1.184
Africa_Western,cement,2020,1.19
Australia_NZ,cement,2020,0.272
Brazil,cement,2020,0.437
Canada,cement,2020,0.45
Central America and Caribbean,cement,2020,0.888
Central Asia,cement,2020,0.695
China,cement,2020,-0.252
EU-12,cement,2020,0.214
EU-15,cement,2020,0.052
Europe_Eastern,cement,2020,0.477
Europe_Non_EU,cement,2020,-0.04
European Free Trade Association,cement,2020,0.165
India,cement,2020,0.914
Indonesia,cement,2020,1.046
Japan,cement,2020,0.08
Mexico,cement,2020,0.481
Middle East,cement,2020,-0.067
Pakistan,cement,2020,1.09
Russia,cement,2020,0.307
South Africa,cement,2020,0.745
South America_Northern,cement,2020,0.49
South America_Southern,cement,2020,0.609
South Asia,cement,2020,1.187
South Korea,cement,2020,-0.252
Southeast Asia,cement,2020,0.426
Taiwan,cement,2020,-0.039
Argentina,cement,2020,0.685
Colombia,cement,2020,0.62
