# First calculate cement output as the base-year cement output times the GDP ratio raised to the income elasticity
# Then back out the appropriate income elasticities from cement output
region,energy.final.demand,year,income.elasticity
Canada,cement,2040,0.371
Central America and Caribbean,cement,2040,0.345
Central Asia,cement,2040,0.279
China,cement,2040,-0.252
EU-12,cement,2040,0.119
EU-15,cement,2040,0.036
Europe_Eastern,cement,2040,0.214
Europe_Non_EU,cement,2040,-0.038
European Free Trade Association,cement,2040,0.126
India,cement,2040,0.257
Indonesia,cement,2040,0.265
Japan,cement,2040,0.053
Mexico,cement,2040,0.282
Middle East,cement,2040,-0.04
Pakistan,cement,2040,0.327
Russia,cement,2040,0.174
South Africa,cement,2040,0.34
South America_Northern,cement,2040,0.301
South America_Southern,cement,2040,0.293
South Asia,cement,2040,1.107
South Korea,cement,2040,-0.252
Southeast Asia,cement,2040,0.205
Taiwan,cement,2040,-0.038
Argentina,cement,2040,0.346
Colombia,cement,2040,0.317
USA,cement,2035,0.615
Africa_Eastern,cement,2035,1.101
Africa_Northern,cement,2035,0.025
Africa_Southern,cement,2035,1.101
Africa_Western,cement,2035,1.102
Australia_NZ,cement,2035,0.228
Brazil,cement,2035,0.282
Canada,cement,2035,0.393
Central America and Caribbean,cement,2035,0.43
Central Asia,cement,2035,0.316
China,cement,2035,-0.252
EU-12,cement,2035,0.137
EU-15,cement,2035,0.04
Europe_Eastern,cement,2035,0.25
Europe_Non_EU,cement,2035,-0.038
European Free Trade Association,cement,2035,0.134
India,cement,2035,0.311
Indonesia,cement,2035,0.321
Japan,cement,2035,0.058
Mexico,cement,2035,0.313
Middle East,cement,2035,-0.041
Pakistan,cement,2035,0.438
Russia,cement,2035,0.196
South Africa,cement,2035,0.403
South America_Northern,cement,2035,0.328
South America_Southern,cement,2035,0.331
South Asia,cement,2035,1.102
South Korea,cement,2035,-0.252
Southeast Asia,cement,2035,0.24
Taiwan,cement,2035,-0.038
Argentina,cement,2035,0.403
Colombia,cement,2035,0.375
USA,cement,2030,0.688
Africa_Eastern,cement,2030,1.133
Africa_Northern,cement,2030,0.034
Africa_Southern,cement,2030,1.13
Africa_Western,cement,2030,1.116
Australia_NZ,cement,2030,0.242
Brazil,cement,2030,0.316
Canada,cement,2030,0.415
Central America and Caribbean,cement,2030,0.526
Central Asia,cement,2030,0.387
China,cement,2030,-0.252
EU-12,cement,2030,0.162
EU-15,cement,2030,0.044
Europe_Eastern,cement,2030,0.297
Europe_Non_EU,cement,2030,-0.039
European Free Trade Association,cement,2030,0.144
India,cement,2030,0.415
Indonesia,cement,2030,0.442
Japan,cement,2030,0.065
Mexico,cement,2030,0.357
Middle East,cement,2030,-0.042
Pakistan,cement,2030,0.571
Russia,cement,2030,0.227
South Africa,cement,2030,0.482
South America_Northern,cement,2030,0.371
South America_Southern,cement,2030,0.408
South Asia,cement,2030,1.112
South Korea,cement,2030,-0.252
Southeast Asia,cement,2030,0.283
Taiwan,cement,2030,-0.039
Argentina,cement,2030,0.474
Colombia,cement,2030,0.457
USA,cement,2025,0.775
Africa_Eastern,cement,2025,1.171
Africa_Northern,cement,2025,0.047
Africa_Southern,cement,2025,1.16
Africa_Western,cement,2025,1.159
Australia_NZ,cement,2025,0.257
Brazil,cement,2025,0.365
Canada,cement,2025,0.432
Central America and Caribbean,cement,2025,0.655
Central Asia,cement,2025,0.498
China,cement,2025,-0.252
EU-12,cement,2025,0.189
EU-15,cement,2025,0.048
Europe_Eastern,cement,2025,0.364
Europe_Non_EU,cement,2025,-0.039
European Free Trade Association,cement,2025,0.155
India,cement,2025,0.563
Indonesia,cement,2025,0.612
Japan,cement,2025,0.073
Mexico,cement,2025,0.42
Middle East,cement,2025,-0.053
Pakistan,cement,2025,0.828
Russia,cement,2025,0.265
South Africa,cement,2025,0.569
South America_Northern,cement,2025,0.428
South America_Southern,cement,2025,0.5
South Asia,cement,2025,1.155
South Korea,cement,2025,-0.252
Southeast Asia,cement,2025,0.331
Taiwan,cement,2025,-0.039
Argentina,cement,2025,0.553
Colombia,cement,2025,0.54
USA,cement,2020,0.879
Africa_Eastern,cement,2020,1.195
Africa_Northern,cement,2020,0.063
Africa_Southern,cement,2020,1.18
Africa_Western,cement,2020,1.187
Australia_NZ,cement,2020,0.272
Brazil,cement,2020,0.434
Canada,cement,2020,0.451
Central America and Caribbean,cement,2020,0.859
Central Asia,cement,2020,0.681
China,cement,2020,-0.252
EU-12,cement,2020,0.214
EU-15,cement,2020,0.052
Europe_Eastern,cement,2020,0.472
Europe_Non_EU,cement,2020,-0.04
European Free Trade Association,cement,2020,0.165
India,cement,2020,0.896
Indonesia,cement,2020,1.035
Japan,cement,2020,0.08
Mexico,cement,2020,0.48
Middle East,cement,2020,-0.066
Pakistan,cement,2020,1.069
Russia,cement,2020,0.305
South Africa,cement,2020,0.739
South America_Northern,cement,2020,0.487
South America_Southern,cement,2020,0.598
South Asia,cement,2020,1.185
South Korea,cement,2020,-0.252
Southeast Asia,cement,2020,0.42
Taiwan,cement,2020,-0.039
Argentina,cement,2020,0.678
Colombia,cement,2020,0.614
