# First calculate cement output as the base-year cement output times the GDP ratio raised to the income elasticity
# Then back out the appropriate income elasticities from cement output
region,energy.final.demand,year,income.elasticity
Africa_Eastern,cement,2080,0.501
Africa_Northern,cement,2080,0.012
Africa_Southern,cement,2080,0.968
Africa_Western,cement,2080,0.869
Australia_NZ,cement,2080,0.153
Brazil,cement,2080,0.221
Canada,cement,2080,0.244
Central America and Caribbean,cement,2080,0.175
Central Asia,cement,2080,0.121
China,cement,2080,-0.204
EU-12,cement,2080,0.032
EU-15,cement,2080,0.022
Europe_Eastern,cement,2080,0.023
Europe_Non_EU,cement,2080,-0.035
European Free Trade Association,cement,2080,0.124
India,cement,2080,0.073
Indonesia,cement,2080,0.104
Japan,cement,2080,0.032
Mexico,cement,2080,0.155
Middle East,cement,2080,-0.038
Pakistan,cement,2080,0.032
Russia,cement,2080,0.075
South Africa,cement,2080,0.424
South America_Northern,cement,2080,0.177
South America_Southern,cement,2080,0.153
South Asia,cement,2080,0.229
South Korea,cement,2080,-0.252
Southeast Asia,cement,2080,0.047
Taiwan,cement,2080,-0.035
Argentina,cement,2080,0.197
Colombia,cement,2080,0.182
USA,cement,2075,0.431
Africa_Eastern,cement,2075,0.597
Africa_Northern,cement,2075,0.013
Africa_Southern,cement,2075,1.108
Africa_Western,cement,2075,1.087
Australia_NZ,cement,2075,0.162
Brazil,cement,2075,0.244
Canada,cement,2075,0.255
Central America and Caribbean,cement,2075,0.203
Central Asia,cement,2075,0.143
China,cement,2075,-0.252
EU-12,cement,2075,0.038
EU-15,cement,2075,0.023
Europe_Eastern,cement,2075,0.029
Europe_Non_EU,cement,2075,-0.035
European Free Trade Association,cement,2075,0.134
India,cement,2075,0.089
Indonesia,cement,2075,0.122
Japan,cement,2075,0.035
Mexico,cement,2075,0.182
Middle East,cement,2075,-0.039
Pakistan,cement,2075,0.041
Russia,cement,2075,0.086
South Africa,cement,2075,0.46
South America_Northern,cement,2075,0.2
South America_Southern,cement,2075,0.181
South Asia,cement,2075,0.263
South Korea,cement,2075,-0.252
Southeast Asia,cement,2075,0.057
Taiwan,cement,2075,-0.035
Argentina,cement,2075,0.217
Colombia,cement,2075,0.207
USA,cement,2070,0.461
Africa_Eastern,cement,2070,0.821
Africa_Northern,cement,2070,0.015
Africa_Southern,cement,2070,1.105
Africa_Western,cement,2070,1.106
Australia_NZ,cement,2070,0.172
Brazil,cement,2070,0.268
Canada,cement,2070,0.267
Central America and Caribbean,cement,2070,0.233
Central Asia,cement,2070,0.169
China,cement,2070,-0.252
EU-12,cement,2070,0.045
EU-15,cement,2070,0.025
Europe_Eastern,cement,2070,0.035
Europe_Non_EU,cement,2070,-0.035
European Free Trade Association,cement,2070,0.143
India,cement,2070,0.109
Indonesia,cement,2070,0.146
Japan,cement,2070,0.038
Mexico,cement,2070,0.205
Middle East,cement,2070,-0.039
Pakistan,cement,2070,0.054
Russia,cement,2070,0.1
South Africa,cement,2070,0.497
South America_Northern,cement,2070,0.223
South America_Southern,cement,2070,0.204
South Asia,cement,2070,0.303
South Korea,cement,2070,-0.252
Southeast Asia,cement,2070,0.07
Taiwan,cement,2070,-0.036
Argentina,cement,2070,0.238
Colombia,cement,2070,0.233
USA,cement,2065,0.492
Africa_Eastern,cement,2065,1.078
Africa_Northern,cement,2065,0.017
Africa_Southern,cement,2065,1.102
Africa_Western,cement,2065,1.103
Australia_NZ,cement,2065,0.183
Brazil,cement,2065,0.293
Canada,cement,2065,0.281
Central America and Caribbean,cement,2065,0.264
Central Asia,cement,2065,0.194
China,cement,2065,-0.252
EU-12,cement,2065,0.055
EU-15,cement,2065,0.028
Europe_Eastern,cement,2065,0.043
Europe_Non_EU,cement,2065,-0.036
European Free Trade Association,cement,2065,0.155
India,cement,2065,0.134
Indonesia,cement,2065,0.172
Japan,cement,2065,0.041
Mexico,cement,2065,0.229
Middle East,cement,2065,-0.039
Pakistan,cement,2065,0.071
Russia,cement,2065,0.116
South Africa,cement,2065,0.536
South America_Northern,cement,2065,0.247
South America_Southern,cement,2065,0.229
South Asia,cement,2065,0.353
South Korea,cement,2065,-0.252
Southeast Asia,cement,2065,0.085
Taiwan,cement,2065,-0.036
Argentina,cement,2065,0.259
Colombia,cement,2065,0.26
USA,cement,2060,0.521
Africa_Eastern,cement,2060,1.106
Africa_Northern,cement,2060,0.02
Africa_Southern,cement,2060,1.1
Africa_Western,cement,2060,1.101
Australia_NZ,cement,2060,0.192
Brazil,cement,2060,0.313
Canada,cement,2060,0.293
Central America and Caribbean,cement,2060,0.294
Central Asia,cement,2060,0.218
China,cement,2060,-0.252
EU-12,cement,2060,0.064
EU-15,cement,2060,0.03
Europe_Eastern,cement,2060,0.053
Europe_Non_EU,cement,2060,-0.036
European Free Trade Association,cement,2060,0.164
India,cement,2060,0.165
Indonesia,cement,2060,0.2
Japan,cement,2060,0.044
Mexico,cement,2060,0.251
Middle East,cement,2060,-0.04
Pakistan,cement,2060,0.094
Russia,cement,2060,0.134
South Africa,cement,2060,0.568
South America_Northern,cement,2060,0.269
South America_Southern,cement,2060,0.252
South Asia,cement,2060,0.445
South Korea,cement,2060,-0.252
Southeast Asia,cement,2060,0.105
Taiwan,cement,2060,-0.036
Argentina,cement,2060,0.278
Colombia,cement,2060,0.286
USA,cement,2055,0.551
Africa_Eastern,cement,2055,1.103
Africa_Northern,cement,2055,0.022
Africa_Southern,cement,2055,1.126
Africa_Western,cement,2055,1.113
Australia_NZ,cement,2055,0.202
Brazil,cement,2055,0.334
Canada,cement,2055,0.307
Central America and Caribbean,cement,2055,0.324
Central Asia,cement,2055,0.244
China,cement,2055,-0.252
EU-12,cement,2055,0.077
EU-15,cement,2055,0.032
Europe_Eastern,cement,2055,0.066
Europe_Non_EU,cement,2055,-0.036
European Free Trade Association,cement,2055,0.175
India,cement,2055,0.197
Indonesia,cement,2055,0.23
Japan,cement,2055,0.048
Mexico,cement,2055,0.273
Middle East,cement,2055,-0.04
Pakistan,cement,2055,0.125
Russia,cement,2055,0.155
South Africa,cement,2055,0.6
South America_Northern,cement,2055,0.292
South America_Southern,cement,2055,0.276
South Asia,cement,2055,0.547
South Korea,cement,2055,-0.252
Southeast Asia,cement,2055,0.13
Taiwan,cement,2055,-0.036
Argentina,cement,2055,0.297
Colombia,cement,2055,0.311
USA,cement,2050,0.579
Africa_Eastern,cement,2050,1.101
Africa_Northern,cement,2050,0.025
Africa_Southern,cement,2050,1.148
Africa_Western,cement,2050,1.138
Australia_NZ,cement,2050,0.211
Brazil,cement,2050,0.362
Canada,cement,2050,0.32
Central America and Caribbean,cement,2050,0.364
Central Asia,cement,2050,0.273
China,cement,2050,-0.252
EU-12,cement,2050,0.09
EU-15,cement,2050,0.034
Europe_Eastern,cement,2050,0.083
Europe_Non_EU,cement,2050,-0.037
European Free Trade Association,cement,2050,0.183
India,cement,2050,0.231
Indonesia,cement,2050,0.265
Japan,cement,2050,0.052
Mexico,cement,2050,0.293
Middle East,cement,2050,-0.04
Pakistan,cement,2050,0.165
Russia,cement,2050,0.179
South Africa,cement,2050,0.648
South America_Northern,cement,2050,0.312
South America_Southern,cement,2050,0.297
South Asia,cement,2050,0.733
South Korea,cement,2050,-0.252
Southeast Asia,cement,2050,0.16
Taiwan,cement,2050,-0.037
Argentina,cement,2050,0.314
Colombia,cement,2050,0.335
USA,cement,2045,0.624
Africa_Eastern,cement,2045,1.112
Africa_Northern,cement,2045,0.028
Africa_Southern,cement,2045,1.165
Africa_Western,cement,2045,1.159
Australia_NZ,cement,2045,0.222
Brazil,cement,2045,0.395
Canada,cement,2045,0.335
Central America and Caribbean,cement,2045,0.42
Central Asia,cement,2045,0.306
China,cement,2045,-0.252
EU-12,cement,2045,0.109
EU-15,cement,2045,0.037
Europe_Eastern,cement,2045,0.104
Europe_Non_EU,cement,2045,-0.037
European Free Trade Association,cement,2045,0.191
India,cement,2045,0.269
Indonesia,cement,2045,0.304
Japan,cement,2045,0.056
Mexico,cement,2045,0.314
Middle East,cement,2045,-0.041
Pakistan,cement,2045,0.204
Russia,cement,2045,0.199
South Africa,cement,2045,0.697
South America_Northern,cement,2045,0.334
South America_Southern,cement,2045,0.322
South Asia,cement,2045,0.991
South Korea,cement,2045,-0.252
Southeast Asia,cement,2045,0.191
Taiwan,cement,2045,-0.037
Argentina,cement,2045,0.333
Colombia,cement,2045,0.379
USA,cement,2040,0.682
Africa_Eastern,cement,2040,1.136
Africa_Northern,cement,2040,0.03
Africa_Southern,cement,2040,1.176
Africa_Western,cement,2040,1.174
Australia_NZ,cement,2040,0.233
Brazil,cement,2040,0.424
Canada,cement,2040,0.358
Central America and Caribbean,cement,2040,0.473
Central Asia,cement,2040,0.345
China,cement,2040,-0.252
EU-12,cement,2040,0.129
EU-15,cement,2040,0.04
Europe_Eastern,cement,2040,0.129
Europe_Non_EU,cement,2040,-0.037
European Free Trade Association,cement,2040,0.198
India,cement,2040,0.313
Indonesia,cement,2040,0.36
Japan,cement,2040,0.061
Mexico,cement,2040,0.333
Middle East,cement,2040,-0.041
Pakistan,cement,2040,0.245
Russia,cement,2040,0.22
South Africa,cement,2040,0.738
South America_Northern,cement,2040,0.366
South America_Southern,cement,2040,0.352
South Asia,cement,2040,1.107
South Korea,cement,2040,-0.252
Southeast Asia,cement,2040,0.221
Taiwan,cement,2040,-0.037
Argentina,cement,2040,0.358
Colombia,cement,2040,0.421
USA,cement,2035,0.749
Africa_Eastern,cement,2035,1.155
Africa_Northern,cement,2035,0.033
Africa_Southern,cement,2035,1.183
Africa_Western,cement,2035,1.187
Australia_NZ,cement,2035,0.244
Brazil,cement,2035,0.457
Canada,cement,2035,0.383
Central America and Caribbean,cement,2035,0.529
Central Asia,cement,2035,0.416
China,cement,2035,-0.252
EU-12,cement,2035,0.154
EU-15,cement,2035,0.042
Europe_Eastern,cement,2035,0.16
Europe_Non_EU,cement,2035,-0.038
European Free Trade Association,cement,2035,0.204
India,cement,2035,0.385
Indonesia,cement,2035,0.456
Japan,cement,2035,0.065
Mexico,cement,2035,0.364
Middle East,cement,2035,-0.045
Pakistan,cement,2035,0.289
Russia,cement,2035,0.244
South Africa,cement,2035,0.785
South America_Northern,cement,2035,0.402
South America_Southern,cement,2035,0.397
South Asia,cement,2035,1.104
South Korea,cement,2035,-0.252
Southeast Asia,cement,2035,0.255
Taiwan,cement,2035,-0.037
Argentina,cement,2035,0.393
Colombia,cement,2035,0.467
USA,cement,2030,0.807
Africa_Eastern,cement,2030,1.169
Africa_Northern,cement,2030,0.037
Africa_Southern,cement,2030,1.188
Africa_Western,cement,2030,1.197
Australia_NZ,cement,2030,0.255
Brazil,cement,2030,0.485
Canada,cement,2030,0.405
Central America and Caribbean,cement,2030,0.578
Central Asia,cement,2030,0.49
China,cement,2030,-0.252
EU-12,cement,2030,0.177
EU-15,cement,2030,0.045
Europe_Eastern,cement,2030,0.19
Europe_Non_EU,cement,2030,-0.038
European Free Trade Association,cement,2030,0.21
India,cement,2030,0.491
Indonesia,cement,2030,0.573
Japan,cement,2030,0.07
Mexico,cement,2030,0.394
Middle East,cement,2030,-0.051
Pakistan,cement,2030,0.335
Russia,cement,2030,0.269
South Africa,cement,2030,0.833
South America_Northern,cement,2030,0.434
South America_Southern,cement,2030,0.439
South Asia,cement,2030,1.101
South Korea,cement,2030,-0.252
Southeast Asia,cement,2030,0.292
Taiwan,cement,2030,-0.038
Argentina,cement,2030,0.428
Colombia,cement,2030,0.506
USA,cement,2025,0.87
Africa_Eastern,cement,2025,1.181
Africa_Northern,cement,2025,0.041
Africa_Southern,cement,2025,1.192
Africa_Western,cement,2025,1.206
Australia_NZ,cement,2025,0.266
Brazil,cement,2025,0.52
Canada,cement,2025,0.429
Central America and Caribbean,cement,2025,0.663
Central Asia,cement,2025,0.577
China,cement,2025,-0.252
EU-12,cement,2025,0.198
EU-15,cement,2025,0.049
Europe_Eastern,cement,2025,0.218
Europe_Non_EU,cement,2025,-0.038
European Free Trade Association,cement,2025,0.217
India,cement,2025,0.63
Indonesia,cement,2025,0.866
Japan,cement,2025,0.075
Mexico,cement,2025,0.427
Middle East,cement,2025,-0.059
Pakistan,cement,2025,0.422
Russia,cement,2025,0.297
South Africa,cement,2025,0.892
South America_Northern,cement,2025,0.467
South America_Southern,cement,2025,0.491
South Asia,cement,2025,1.124
South Korea,cement,2025,-0.252
Southeast Asia,cement,2025,0.335
Taiwan,cement,2025,-0.038
Argentina,cement,2025,0.47
Colombia,cement,2025,0.547
USA,cement,2020,0.935
Africa_Eastern,cement,2020,1.191
Africa_Northern,cement,2020,0.047
Africa_Southern,cement,2020,1.196
Africa_Western,cement,2020,1.214
Australia_NZ,cement,2020,0.277
Brazil,cement,2020,0.561
Canada,cement,2020,0.453
Central America and Caribbean,cement,2020,0.767
Central Asia,cement,2020,0.785
China,cement,2020,-0.252
EU-12,cement,2020,0.219
EU-15,cement,2020,0.052
Europe_Eastern,cement,2020,0.248
Europe_Non_EU,cement,2020,-0.039
European Free Trade Association,cement,2020,0.224
India,cement,2020,0.936
Indonesia,cement,2020,1.107
Japan,cement,2020,0.08
Mexico,cement,2020,0.456
Middle East,cement,2020,-0.069
Pakistan,cement,2020,0.506
Russia,cement,2020,0.327
South Africa,cement,2020,0.973
South America_Northern,cement,2020,0.496
South America_Southern,cement,2020,0.548
South Asia,cement,2020,1.16
South Korea,cement,2020,-0.252
Southeast Asia,cement,2020,0.418
Taiwan,cement,2020,-0.039
Argentina,cement,2020,0.514
Colombia,cement,2020,0.576
